method,split,risk_budget,seeds,mean_success_at_budget,ci95_success_at_budget,mean_safety_at_budget,ci95_safety_at_budget,mean_tail_at_budget,ci95_tail_at_budget,mean_coverage_at_budget,ci95_coverage_at_budget,mean_mean_selected_risk,ci95_mean_selected_risk
greedy_oracle_success_upper,hard_regime,0.10,8,0.00139,0.00272,0.00139,0.00272,0.00139,0.00272,0.00278,0.00544,0.60368,0.02103
greedy_oracle_success_upper,hard_regime,0.15,8,0.00694,0.01084,0.00417,0.00573,0.00417,0.00573,0.01111,0.01594,0.60368,0.02103
greedy_oracle_success_upper,hard_regime,0.20,8,0.01944,0.02319,0.00556,0.00713,0.00833,0.00897,0.02778,0.02851,0.60368,0.02103
greedy_oracle_success_upper,hard_regime,0.30,8,0.07084,0.02535,0.01944,0.00987,0.03611,0.01146,0.10695,0.02665,0.60368,0.02103
greedy_oracle_success_upper,jammed_fixture_failures,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73667,0.01713
greedy_oracle_success_upper,jammed_fixture_failures,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73667,0.01713
greedy_oracle_success_upper,jammed_fixture_failures,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73667,0.01713
greedy_oracle_success_upper,jammed_fixture_failures,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73667,0.01713
greedy_oracle_success_upper,jammed_fixture_failures,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73667,0.01713
greedy_oracle_success_upper,nominal_task_balance,0.05,8,0.97222,0.04116,0.00000,0.00000,0.00000,0.00000,0.97222,0.04116,0.02006,0.00581
greedy_oracle_success_upper,nominal_task_balance,0.10,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02006,0.00581
greedy_oracle_success_upper,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02006,0.00581
greedy_oracle_success_upper,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02006,0.00581
greedy_oracle_success_upper,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02006,0.00581
greedy_oracle_success_upper,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67058,0.09149
greedy_oracle_success_upper,out_of_distribution_tail,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67058,0.09149
greedy_oracle_success_upper,out_of_distribution_tail,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67058,0.09149
greedy_oracle_success_upper,out_of_distribution_tail,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67058,0.09149
greedy_oracle_success_upper,out_of_distribution_tail,0.30,8,0.00694,0.01361,0.00000,0.00000,0.02778,0.03564,0.03472,0.04573,0.67058,0.09149
greedy_oracle_success_upper,rare_mechanism_combo,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55719,0.04013
greedy_oracle_success_upper,rare_mechanism_combo,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55719,0.04013
greedy_oracle_success_upper,rare_mechanism_combo,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55719,0.04013
greedy_oracle_success_upper,rare_mechanism_combo,0.20,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.55719,0.04013
greedy_oracle_success_upper,rare_mechanism_combo,0.30,8,0.03472,0.01993,0.00000,0.00000,0.01389,0.01782,0.04861,0.02467,0.55719,0.04013
greedy_oracle_success_upper,rare_slip_failures,0.05,8,0.25000,0.10889,0.00000,0.00000,0.00694,0.01361,0.25694,0.11070,0.09294,0.01873
greedy_oracle_success_upper,rare_slip_failures,0.10,8,0.68056,0.12475,0.00694,0.01361,0.02083,0.02864,0.70139,0.13326,0.09294,0.01873
greedy_oracle_success_upper,rare_slip_failures,0.15,8,0.83333,0.05820,0.00694,0.01361,0.02083,0.02864,0.85417,0.06152,0.09294,0.01873
greedy_oracle_success_upper,rare_slip_failures,0.20,8,0.88889,0.06507,0.00694,0.01361,0.02778,0.02910,0.91667,0.06825,0.09294,0.01873
greedy_oracle_success_upper,rare_slip_failures,0.30,8,0.94444,0.03564,0.00694,0.01361,0.03472,0.02864,0.97917,0.02864,0.09294,0.01873
hybrid_diversity_risk,actuator_limit_failures,0.05,8,0.58334,0.10889,0.00000,0.00000,0.00000,0.00000,0.58334,0.10889,0.05387,0.00720
hybrid_diversity_risk,actuator_limit_failures,0.10,8,0.90278,0.05729,0.00000,0.00000,0.00000,0.00000,0.90278,0.05729,0.05387,0.00720
hybrid_diversity_risk,actuator_limit_failures,0.15,8,0.99306,0.01361,0.00000,0.00000,0.00000,0.00000,0.99306,0.01361,0.05387,0.00720
hybrid_diversity_risk,actuator_limit_failures,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.05387,0.00720
hybrid_diversity_risk,actuator_limit_failures,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.05387,0.00720
hybrid_diversity_risk,combined_extreme,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53288,0.03499
hybrid_diversity_risk,combined_extreme,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53288,0.03499
hybrid_diversity_risk,combined_extreme,0.15,8,0.00231,0.00454,0.00000,0.00000,0.00000,0.00000,0.00231,0.00454,0.53288,0.03499
hybrid_diversity_risk,combined_extreme,0.20,8,0.01620,0.01445,0.00000,0.00000,0.00231,0.00454,0.01852,0.01372,0.53288,0.03499
hybrid_diversity_risk,combined_extreme,0.30,8,0.05324,0.02695,0.00231,0.00454,0.03241,0.02351,0.08565,0.04335,0.53288,0.03499
hybrid_diversity_risk,combined_tail_stress,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48091,0.05728
hybrid_diversity_risk,combined_tail_stress,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48091,0.05728
hybrid_diversity_risk,combined_tail_stress,0.15,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.48091,0.05728
hybrid_diversity_risk,combined_tail_stress,0.20,8,0.02778,0.04116,0.00000,0.00000,0.00694,0.01361,0.03472,0.04083,0.48091,0.05728
hybrid_diversity_risk,combined_tail_stress,0.30,8,0.11806,0.08343,0.00694,0.01361,0.02083,0.01993,0.13889,0.08730,0.48091,0.05728
hybrid_diversity_risk,compound_sensor_actuator_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.00694,0.01361,0.15720,0.03176
hybrid_diversity_risk,compound_sensor_actuator_shift,0.10,8,0.15972,0.08085,0.04861,0.04335,0.07639,0.05798,0.23611,0.11776,0.15720,0.03176
hybrid_diversity_risk,compound_sensor_actuator_shift,0.15,8,0.37500,0.16430,0.09722,0.04485,0.14583,0.08469,0.52083,0.22442,0.15720,0.03176
hybrid_diversity_risk,compound_sensor_actuator_shift,0.20,8,0.54861,0.12250,0.13889,0.03564,0.20833,0.06087,0.75694,0.13166,0.15720,0.03176
hybrid_diversity_risk,compound_sensor_actuator_shift,0.30,8,0.67361,0.06959,0.16667,0.04115,0.26389,0.05346,0.93750,0.04335,0.15720,0.03176
hybrid_diversity_risk,fixture_geometry_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87920,0.04536
hybrid_diversity_risk,fixture_geometry_shift,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87920,0.04536
hybrid_diversity_risk,fixture_geometry_shift,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87920,0.04536
hybrid_diversity_risk,fixture_geometry_shift,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87920,0.04536
hybrid_diversity_risk,fixture_geometry_shift,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87920,0.04536
hybrid_diversity_risk,hard_regime,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00139,0.00272,0.00139,0.00272,0.52700,0.02606
hybrid_diversity_risk,hard_regime,0.10,8,0.03195,0.01617,0.00972,0.00867,0.01528,0.01159,0.04722,0.02355,0.52700,0.02606
hybrid_diversity_risk,hard_regime,0.15,8,0.07639,0.03380,0.01944,0.00897,0.02917,0.01694,0.10556,0.04546,0.52700,0.02606
hybrid_diversity_risk,hard_regime,0.20,8,0.11945,0.03286,0.02778,0.00713,0.04305,0.01123,0.16250,0.03265,0.52700,0.02606
hybrid_diversity_risk,hard_regime,0.30,8,0.16667,0.02503,0.03472,0.00642,0.07223,0.01594,0.23889,0.02328,0.52700,0.02606
hybrid_diversity_risk,jammed_fixture_failures,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68927,0.02921
hybrid_diversity_risk,jammed_fixture_failures,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68927,0.02921
hybrid_diversity_risk,jammed_fixture_failures,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68927,0.02921
hybrid_diversity_risk,jammed_fixture_failures,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68927,0.02921
hybrid_diversity_risk,jammed_fixture_failures,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68927,0.02921
hybrid_diversity_risk,nominal_task_balance,0.05,8,0.99306,0.01361,0.00000,0.00000,0.00000,0.00000,0.99306,0.01361,0.01677,0.00458
hybrid_diversity_risk,nominal_task_balance,0.10,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01677,0.00458
hybrid_diversity_risk,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01677,0.00458
hybrid_diversity_risk,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01677,0.00458
hybrid_diversity_risk,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01677,0.00458
hybrid_diversity_risk,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63969,0.08626
hybrid_diversity_risk,out_of_distribution_tail,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63969,0.08626
hybrid_diversity_risk,out_of_distribution_tail,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63969,0.08626
hybrid_diversity_risk,out_of_distribution_tail,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63969,0.08626
hybrid_diversity_risk,out_of_distribution_tail,0.30,8,0.00000,0.00000,0.00000,0.00000,0.03472,0.06806,0.03472,0.06806,0.63969,0.08626
hybrid_diversity_risk,rare_mechanism_combo,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47803,0.03862
hybrid_diversity_risk,rare_mechanism_combo,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47803,0.03862
hybrid_diversity_risk,rare_mechanism_combo,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47803,0.03862
hybrid_diversity_risk,rare_mechanism_combo,0.20,8,0.02083,0.01993,0.00000,0.00000,0.00000,0.00000,0.02083,0.01993,0.47803,0.03862
hybrid_diversity_risk,rare_mechanism_combo,0.30,8,0.04167,0.01782,0.00000,0.00000,0.04167,0.01782,0.08333,0.02058,0.47803,0.03862
hybrid_diversity_risk,rare_slip_failures,0.05,8,0.38889,0.19194,0.00000,0.00000,0.00694,0.01361,0.39583,0.19677,0.07879,0.01959
hybrid_diversity_risk,rare_slip_failures,0.10,8,0.73611,0.14660,0.00694,0.01361,0.01389,0.01782,0.75000,0.14405,0.07879,0.01959
hybrid_diversity_risk,rare_slip_failures,0.15,8,0.88194,0.07257,0.00694,0.01361,0.02778,0.02910,0.90972,0.07110,0.07879,0.01959
hybrid_diversity_risk,rare_slip_failures,0.20,8,0.90278,0.06426,0.00694,0.01361,0.03472,0.02864,0.93750,0.05221,0.07879,0.01959
hybrid_diversity_risk,rare_slip_failures,0.30,8,0.95833,0.02722,0.00694,0.01361,0.03472,0.02864,0.99306,0.01361,0.07879,0.01959
oracle_failure_strata,actuator_limit_failures,0.05,8,0.49306,0.12758,0.00000,0.00000,0.00000,0.00000,0.49306,0.12758,0.06125,0.01108
oracle_failure_strata,actuator_limit_failures,0.10,8,0.85417,0.09188,0.00000,0.00000,0.00000,0.00000,0.85417,0.09188,0.06125,0.01108
oracle_failure_strata,actuator_limit_failures,0.15,8,0.95833,0.03985,0.00000,0.00000,0.00000,0.00000,0.95833,0.03985,0.06125,0.01108
oracle_failure_strata,actuator_limit_failures,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.06125,0.01108
oracle_failure_strata,actuator_limit_failures,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.06125,0.01108
oracle_failure_strata,combined_extreme,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58113,0.03507
oracle_failure_strata,combined_extreme,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58113,0.03507
oracle_failure_strata,combined_extreme,0.15,8,0.00231,0.00454,0.00000,0.00000,0.00000,0.00000,0.00231,0.00454,0.58113,0.03507
oracle_failure_strata,combined_extreme,0.20,8,0.01157,0.01176,0.00000,0.00000,0.00000,0.00000,0.01157,0.01176,0.58113,0.03507
oracle_failure_strata,combined_extreme,0.30,8,0.04398,0.01933,0.00000,0.00000,0.02083,0.01600,0.06482,0.02990,0.58113,0.03507
oracle_failure_strata,combined_tail_stress,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55580,0.05952
oracle_failure_strata,combined_tail_stress,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55580,0.05952
oracle_failure_strata,combined_tail_stress,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55580,0.05952
oracle_failure_strata,combined_tail_stress,0.20,8,0.02083,0.02864,0.00000,0.00000,0.00000,0.00000,0.02083,0.02864,0.55580,0.05952
oracle_failure_strata,combined_tail_stress,0.30,8,0.07639,0.05420,0.00000,0.00000,0.00694,0.01361,0.08334,0.05445,0.55580,0.05952
oracle_failure_strata,compound_sensor_actuator_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33490,0.04672
oracle_failure_strata,compound_sensor_actuator_shift,0.10,8,0.01389,0.02722,0.00694,0.01361,0.00694,0.01361,0.02083,0.04083,0.33490,0.04672
oracle_failure_strata,compound_sensor_actuator_shift,0.15,8,0.03472,0.05420,0.02083,0.02864,0.02778,0.03564,0.06250,0.08085,0.33490,0.04672
oracle_failure_strata,compound_sensor_actuator_shift,0.20,8,0.09028,0.08715,0.03472,0.03527,0.04861,0.04335,0.13889,0.11271,0.33490,0.04672
oracle_failure_strata,compound_sensor_actuator_shift,0.30,8,0.27778,0.11082,0.11111,0.05041,0.14584,0.06805,0.42361,0.12507,0.33490,0.04672
oracle_failure_strata,fixture_geometry_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87308,0.03852
oracle_failure_strata,fixture_geometry_shift,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87308,0.03852
oracle_failure_strata,fixture_geometry_shift,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87308,0.03852
oracle_failure_strata,fixture_geometry_shift,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87308,0.03852
oracle_failure_strata,fixture_geometry_shift,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87308,0.03852
oracle_failure_strata,hard_regime,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59027,0.02436
oracle_failure_strata,hard_regime,0.10,8,0.00278,0.00544,0.00139,0.00272,0.00139,0.00272,0.00417,0.00817,0.59027,0.02436
oracle_failure_strata,hard_regime,0.15,8,0.00833,0.01349,0.00417,0.00573,0.00556,0.00713,0.01389,0.01875,0.59027,0.02436
oracle_failure_strata,hard_regime,0.20,8,0.02500,0.02245,0.00694,0.00705,0.00972,0.00867,0.03472,0.02805,0.59027,0.02436
oracle_failure_strata,hard_regime,0.30,8,0.08195,0.02633,0.02222,0.01008,0.04167,0.01218,0.12361,0.02450,0.59027,0.02436
oracle_failure_strata,jammed_fixture_failures,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76256,0.03017
oracle_failure_strata,jammed_fixture_failures,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76256,0.03017
oracle_failure_strata,jammed_fixture_failures,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76256,0.03017
oracle_failure_strata,jammed_fixture_failures,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76256,0.03017
oracle_failure_strata,jammed_fixture_failures,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76256,0.03017
oracle_failure_strata,nominal_task_balance,0.05,8,0.93750,0.08593,0.00000,0.00000,0.00000,0.00000,0.93750,0.08593,0.02405,0.00721
oracle_failure_strata,nominal_task_balance,0.10,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02405,0.00721
oracle_failure_strata,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02405,0.00721
oracle_failure_strata,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02405,0.00721
oracle_failure_strata,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02405,0.00721
oracle_failure_strata,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66331,0.09414
oracle_failure_strata,out_of_distribution_tail,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66331,0.09414
oracle_failure_strata,out_of_distribution_tail,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66331,0.09414
oracle_failure_strata,out_of_distribution_tail,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66331,0.09414
oracle_failure_strata,out_of_distribution_tail,0.30,8,0.00694,0.01361,0.00000,0.00000,0.02778,0.03564,0.03472,0.04573,0.66331,0.09414
oracle_failure_strata,rare_mechanism_combo,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52427,0.04120
oracle_failure_strata,rare_mechanism_combo,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52427,0.04120
oracle_failure_strata,rare_mechanism_combo,0.15,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.52427,0.04120
oracle_failure_strata,rare_mechanism_combo,0.20,8,0.01389,0.01782,0.00000,0.00000,0.00000,0.00000,0.01389,0.01782,0.52427,0.04120
oracle_failure_strata,rare_mechanism_combo,0.30,8,0.04861,0.02467,0.00000,0.00000,0.02778,0.02058,0.07639,0.02864,0.52427,0.04120
oracle_failure_strata,rare_slip_failures,0.05,8,0.15972,0.09528,0.00000,0.00000,0.00000,0.00000,0.15972,0.09528,0.12241,0.02384
oracle_failure_strata,rare_slip_failures,0.10,8,0.52083,0.17086,0.00694,0.01361,0.01389,0.01782,0.53472,0.17453,0.12241,0.02384
oracle_failure_strata,rare_slip_failures,0.15,8,0.75000,0.11641,0.00694,0.01361,0.02083,0.02864,0.77083,0.11899,0.12241,0.02384
oracle_failure_strata,rare_slip_failures,0.20,8,0.84028,0.06322,0.00694,0.01361,0.02083,0.02864,0.86111,0.06507,0.12241,0.02384
oracle_failure_strata,rare_slip_failures,0.30,8,0.88194,0.06648,0.00694,0.01361,0.03472,0.02864,0.91667,0.06173,0.12241,0.02384
random_forest_failure_active,actuator_limit_failures,0.05,8,0.52778,0.12174,0.00000,0.00000,0.00000,0.00000,0.52778,0.12174,0.06110,0.01011
random_forest_failure_active,actuator_limit_failures,0.10,8,0.83333,0.06825,0.00000,0.00000,0.00000,0.00000,0.83333,0.06825,0.06110,0.01011
random_forest_failure_active,actuator_limit_failures,0.15,8,0.95833,0.03985,0.00000,0.00000,0.00000,0.00000,0.95833,0.03985,0.06110,0.01011
random_forest_failure_active,actuator_limit_failures,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.06110,0.01011
random_forest_failure_active,actuator_limit_failures,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.06110,0.01011
random_forest_failure_active,combined_extreme,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.57845,0.02496
random_forest_failure_active,combined_extreme,0.10,8,0.00231,0.00454,0.00000,0.00000,0.00000,0.00000,0.00231,0.00454,0.57845,0.02496
random_forest_failure_active,combined_extreme,0.15,8,0.01157,0.00955,0.00000,0.00000,0.00000,0.00000,0.01157,0.00955,0.57845,0.02496
random_forest_failure_active,combined_extreme,0.20,8,0.02315,0.01328,0.00000,0.00000,0.00231,0.00454,0.02546,0.01176,0.57845,0.02496
random_forest_failure_active,combined_extreme,0.30,8,0.08102,0.02561,0.00463,0.00907,0.03009,0.01361,0.11111,0.03360,0.57845,0.02496
random_forest_failure_active,combined_tail_stress,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.50829,0.06044
random_forest_failure_active,combined_tail_stress,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.50829,0.06044
random_forest_failure_active,combined_tail_stress,0.15,8,0.01389,0.01782,0.00000,0.00000,0.00000,0.00000,0.01389,0.01782,0.50829,0.06044
random_forest_failure_active,combined_tail_stress,0.20,8,0.04861,0.03213,0.00000,0.00000,0.00694,0.01361,0.05556,0.02910,0.50829,0.06044
random_forest_failure_active,combined_tail_stress,0.30,8,0.11806,0.06648,0.00694,0.01361,0.02083,0.01993,0.13889,0.07420,0.50829,0.06044
random_forest_failure_active,compound_sensor_actuator_shift,0.05,8,0.04861,0.04799,0.02083,0.01993,0.03472,0.02864,0.08333,0.06507,0.15733,0.03989
random_forest_failure_active,compound_sensor_actuator_shift,0.10,8,0.20139,0.10877,0.06945,0.05346,0.11111,0.08730,0.31250,0.18167,0.15733,0.03989
random_forest_failure_active,compound_sensor_actuator_shift,0.15,8,0.39583,0.15998,0.13195,0.04572,0.18056,0.07348,0.57639,0.20156,0.15733,0.03989
random_forest_failure_active,compound_sensor_actuator_shift,0.20,8,0.54167,0.12304,0.15972,0.03815,0.22222,0.05820,0.76389,0.12974,0.15733,0.03989
random_forest_failure_active,compound_sensor_actuator_shift,0.30,8,0.66667,0.07419,0.16667,0.04115,0.24305,0.05420,0.90972,0.06152,0.15733,0.03989
random_forest_failure_active,fixture_geometry_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93146,0.02721
random_forest_failure_active,fixture_geometry_shift,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93146,0.02721
random_forest_failure_active,fixture_geometry_shift,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93146,0.02721
random_forest_failure_active,fixture_geometry_shift,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93146,0.02721
random_forest_failure_active,fixture_geometry_shift,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93146,0.02721
random_forest_failure_active,hard_regime,0.05,8,0.00972,0.00960,0.00417,0.00398,0.00694,0.00573,0.01666,0.01301,0.56483,0.01848
random_forest_failure_active,hard_regime,0.10,8,0.04167,0.02245,0.01389,0.01069,0.02222,0.01746,0.06389,0.03675,0.56483,0.01848
random_forest_failure_active,hard_regime,0.15,8,0.08611,0.03462,0.02639,0.00914,0.03611,0.01470,0.12223,0.04316,0.56483,0.01848
random_forest_failure_active,hard_regime,0.20,8,0.12222,0.03107,0.03194,0.00763,0.04583,0.01123,0.16806,0.03092,0.56483,0.01848
random_forest_failure_active,hard_regime,0.30,8,0.18194,0.02568,0.03611,0.00544,0.06667,0.00713,0.24861,0.02467,0.56483,0.01848
random_forest_failure_active,jammed_fixture_failures,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84568,0.01429
random_forest_failure_active,jammed_fixture_failures,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84568,0.01429
random_forest_failure_active,jammed_fixture_failures,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84568,0.01429
random_forest_failure_active,jammed_fixture_failures,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84568,0.01429
random_forest_failure_active,jammed_fixture_failures,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84568,0.01429
random_forest_failure_active,nominal_task_balance,0.05,8,0.97222,0.03564,0.00000,0.00000,0.00000,0.00000,0.97222,0.03564,0.01876,0.00498
random_forest_failure_active,nominal_task_balance,0.10,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01876,0.00498
random_forest_failure_active,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01876,0.00498
random_forest_failure_active,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01876,0.00498
random_forest_failure_active,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01876,0.00498
random_forest_failure_active,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75441,0.06807
